Particle_Number_idendity     vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                          -4.666969          487.887754          0.017708                0.106730
1                          -314.862936          24.609105          0.113381                0.060502
2                          106.286259          22.461758          0.009493                0.188166
3                          -87.615361          190.839401          0.162587                0.066956
4                          25.867423          -175.153876          0.574003                0.270716
5                          348.308985          253.859241          0.755980                0.458658
6                          -31.166662          335.778947          0.291077                0.353071
7                          220.606447          154.670081          0.090976                0.351326
8                          -290.508197          -51.215880          0.317654                0.650893
9                          -544.420514          147.094368          0.522541                0.763417
10                          215.456704          51.860549          0.051991                0.815944
11                          -132.398770          130.909979          0.346102                0.985555
12                          254.742328          254.209941          0.682774                0.503036
13                          -373.092824          -416.553210          0.280563                0.653368
14                          101.540733          517.968636          0.676103                0.339029
15                          204.354309          -392.084108          0.432937                0.818349
16                          104.481456          139.373568          0.141181                0.843869
17                          -34.461645          213.464650          0.187597                0.702283
18                          -363.693108          34.696776          0.477705                0.350531
19                          65.613807          50.522394          0.950269                0.910678
20                          56.018435          10.036766          0.613540                0.160384
21                          -25.642387          -566.000622          0.344045                0.748469
22                          140.080806          205.249816          0.722696                0.978815
23                          109.571641          76.121806          0.817615                0.284540
24                          128.963296          -453.167226          0.862077                0.127318
25                          282.388079          -56.521403          0.388925                0.108954
26                          129.701193          -353.404880          0.640591                0.297535
27                          -153.412244          102.747957          0.456617                0.834025
28                          21.353299          149.648516          0.785689                0.696106
29                          157.244255          165.700283          0.839823                0.312185
30                          467.680723          325.485464          0.851045                0.325480
31                          -105.179799          -49.957188          0.684622                0.510250
32                          475.183349          7.547004          0.770450                0.930889
33                          473.299001          4.309160          0.349372                0.305836
34                          -194.623510          -379.074039          0.279699                0.656634
35                          29.510420          4.066418          0.268080                0.323230
36                          -255.213985          304.055171          0.154526                0.752760
37                          353.520977          -325.547506          0.720174                0.982803
38                          -14.577179          -413.558687          0.004075                0.720339
39                          -6.442874          -59.860717          0.492661                0.842640
40                          -339.943613          136.120839          0.092443                0.829085
41                          -101.063059          -401.691100          0.315232                0.798843
42                          139.556917          322.474112          0.293930                0.038128
43                          411.387622          -66.598552          0.377763                0.584563
44                          194.832452          -333.756543          0.150516                0.978612
45                          11.983885          -92.949410          0.630600                0.475797
46                          188.648760          -243.630544          0.434065                0.756654
47                          87.544905          -253.904066          0.205286                0.016512
48                          -45.436842          -53.132199          0.039369                0.070912
49                          162.264819          252.882397          0.780160                0.911984
50                          -76.366137          -550.050508          0.827185                0.465801
51                          73.758581          -36.738191          0.698164                0.323444
52                          417.215043          -283.406912          0.667039                0.579907
53                          -20.275582          -45.247062          0.683880                0.613840
54                          66.514884          148.232115          0.863914                0.520991
55                          172.257095          -213.542606          0.736990                0.916202
56                          -92.684224          -22.815888          0.845271                0.299126
57                          -1.698807          -44.849959          0.206970                0.027441
58                          -406.094453          -104.700044          0.536441                0.559064
59                          -211.045426          4.287461          0.410741                0.979727
60                          -89.805061          -350.114545          0.077726                0.826186
61                          -214.774154          194.282665          0.244661                0.740537
62                          323.140401          -24.930583          0.126120                0.263516
63                          96.869143          116.903138          0.773873                0.707451
64                          -242.491115          -518.144138          0.577456                0.897417
65                          191.899148          190.864758          0.214497                0.401105
66                          -146.715693          74.496994          0.501432                0.187024
67                          19.356274          -66.544060          0.377554                0.972879
68                          154.132684          -223.452850          0.017186                0.557245
69                          311.503424          -234.710690          0.206476                0.683705
70                          -162.458870          -314.326712          0.932982                0.239379
71                          139.499433          92.641283          0.927121                0.051053
72                          -317.232393          -648.697886          0.657925                0.319446
73                          23.587299          721.792098          0.508999                0.054207
74                          100.664460          55.506630          0.376239                0.396582
75                          -168.203735          -342.900858          0.075135                0.359538
76                          -570.612227          -125.743407          0.361906                0.477947
77                          241.131633          -265.485492          0.400379                0.643751
78                          120.783067          37.033732          0.466078                0.081882
79                          -492.137477          -202.528832          0.808753                0.694290
80                          116.657083          -101.766978          0.492720                0.172398
81                          -119.987542          49.042052          0.342705                0.306516
82                          -279.828679          -19.685440          0.028698                0.160504
83                          -57.410703          664.313679          0.479631                0.987445
84                          106.086955          96.978482          0.210883                0.092055
85                          94.425873          -67.047889          0.388856                0.646518
86                          -80.799918          176.658723          0.848918                0.101262
87                          146.601908          130.752494          0.879350                0.303018
88                          -235.033748          352.030832          0.173620                0.726305
89                          92.965501          -171.472031          0.369596                0.921944
90                          -82.687845          -140.188836          0.601702                0.496829
91                          -257.800361          150.600063          0.086558                0.844567
92                          58.506274          -140.485847          0.871761                0.237769
93                          196.064617          291.334650          0.457400                0.749620
94                          508.437017          -69.445046          0.125698                0.622390
95                          107.420790          -151.855380          0.010027                0.916576
96                          124.229624          133.998589          0.145918                0.967022
97                          -56.361546          58.568612          0.512777                0.145522
98                          309.928091          401.170865          0.389337                0.102990
99                          32.823172          -232.941341          0.375565                0.850506
100                          -468.706667          326.075283          0.880619                0.394491
101                          32.690033          -238.261010          0.671163                0.531574
102                          16.903266          29.311879          0.679274                0.698624
103                          324.987599          117.682692          0.503409                0.778168
104                          46.998615          -65.098162          0.586492                0.746389
105                          -179.258158          306.431948          0.019501                0.836798
106                          -338.845347          488.454941          0.820049                0.310685
107                          -330.727444          196.065538          0.879054                0.029530
108                          90.233478          -92.913785          0.242915                0.887777
109                          -376.396877          -266.534785          0.249787                0.277087
110                          -459.474853          -175.681804          0.157373                0.535322
111                          -199.574237          7.480270          0.119826                0.391297
112                          -4.840259          312.242036          0.764074                0.232095
113                          204.145477          397.387539          0.914258                0.851133
114                          -202.108796          -97.911333          0.647262                0.541535
115                          -151.150351          24.526962          0.765320                0.516915
116                          -182.695637          -508.666229          0.859322                0.295992
117                          396.654665          -45.921863          0.150745                0.904239
118                          550.629485          241.725802          0.823552                0.818149
119                          528.141012          -161.816069          0.466183                0.730401
120                          523.148889          -93.817629          0.040395                0.120764
121                          -463.448719          269.275902          0.941230                0.136148
122                          115.820224          302.031579          0.290325                0.609626
123                          251.719930          -271.204068          0.094573                0.238187
124                          -193.613313          131.291081          0.260564                0.529829
125                          -416.466549          352.461991          0.596822                0.915290
126                          260.360219          -283.508918          0.170559                0.065482
127                          -36.284950          -58.468767          0.340757                0.140603
128                          294.690076          158.013748          0.039906                0.653394
129                          28.498847          79.057952          0.129452                0.858896
130                          -206.481268          10.246702          0.599440                0.177273
131                          -507.810584          -208.113819          0.941115                0.677301
132                          -2.009085          242.325519          0.942836                0.656978
133                          66.705414          -269.932559          0.999760                0.712923
134                          364.702929          172.016155          0.625875                0.886685
135                          -493.204467          287.521831          0.054800                0.288030
136                          63.095803          -439.640871          0.303161                0.875818
137                          -116.713117          -65.012885          0.388833                0.674293
138                          74.142814          360.286230          0.562488                0.153300
139                          -117.220203          125.812173          0.650639                0.250763
140                          -300.444144          504.623004          0.347670                0.775761
141                          772.924696          55.146894          0.135303                0.458604
142                          -117.297073          -486.848865          0.535563                0.867548
143                          402.729391          74.155678          0.623151                0.860747
144                          -37.309320          64.629976          0.368795                0.358961
145                          -18.627113          -254.641260          0.007548                0.395349
146                          46.459723          272.530580          0.968093                0.889115
147                          568.625592          -602.303716          0.931576                0.430756
148                          -16.798932          -206.229223          0.372471                0.817997
149                          66.513679          300.155032          0.973770                0.906260
150                          -409.527619          64.555766          0.427183                0.125253
151                          449.376750          501.400699          0.506132                0.346921
152                          54.887392          29.930473          0.420973                0.022876
153                          -279.499688          40.218528          0.542492                0.799777
154                          291.725653          153.599402          0.151835                0.405066
