Particle_Number_idendity     vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                          -297.684670          -288.896184          0.741763                0.409037
1                          -121.094395          101.921061          0.885698                0.661278
2                          173.445430          -295.625038          0.379777                0.889526
3                          329.373208          343.285329          0.121489                0.048445
4                          221.488249          51.344738          0.303845                0.814862
5                          -505.811914          -78.299679          0.146122                0.853716
6                          -140.400061          -121.847110          0.157241                0.014882
7                          -323.747929          121.185068          0.345305                0.150437
8                          -103.667895          -243.134633          0.870429                0.977719
9                          -471.656164          -45.441506          0.961977                0.211058
10                          -0.988214          128.758427          0.379468                0.145419
11                          361.421970          191.865569          0.790253                0.411600
12                          195.185306          106.355666          0.859029                0.954469
13                          -292.075580          103.508372          0.489565                0.916298
14                          175.765746          470.430234          0.378652                0.546382
15                          -195.483746          101.324195          0.448431                0.463321
16                          155.868516          -111.979282          0.552888                0.696315
17                          135.756934          198.383330          0.350326                0.077361
18                          307.414147          48.238406          0.015372                0.396567
19                          212.657221          525.263259          0.633658                0.524686
20                          -479.712973          450.158828          0.469888                0.667981
21                          16.084374          -239.229628          0.584824                0.799914
22                          -233.374135          -192.020533          0.474318                0.971643
23                          -0.938045          -41.914970          0.941166                0.096341
24                          -214.002364          246.423202          0.294825                0.461504
25                          -192.307203          45.304378          0.517883                0.886917
26                          -84.749726          -134.771369          0.833792                0.325780
27                          -75.737814          217.904710          0.561766                0.431651
28                          -556.064405          102.775870          0.387217                0.492053
29                          -641.757522          356.201270          0.358300                0.807398
30                          118.378109          285.356564          0.392004                0.976147
31                          -391.014046          32.144700          0.654129                0.094334
32                          -196.200714          76.593077          0.579469                0.429715
33                          294.164678          -54.983074          0.680459                0.733916
34                          -75.663849          -58.962930          0.576453                0.252109
35                          370.717712          82.393771          0.040942                0.666225
36                          -217.938679          -22.685267          0.055415                0.510053
37                          -177.010364          -298.663205          0.279812                0.121978
38                          281.633748          270.997446          0.760555                0.146333
39                          101.325296          28.577447          0.147433                0.726187
40                          236.612116          -241.801372          0.915859                0.066183
41                          -272.939595          -126.613581          0.455175                0.561957
42                          217.376302          140.269796          0.378643                0.044539
43                          30.770216          -112.089806          0.045382                0.415658
44                          211.069126          241.381411          0.622275                0.366321
45                          -107.926308          262.915161          0.622425                0.878284
46                          -111.135834          -394.969501          0.890191                0.509145
47                          291.928247          80.154111          0.438692                0.833204
48                          459.555579          -193.606181          0.473900                0.944034
49                          361.038037          145.767736          0.860917                0.529477
50                          145.586709          -129.345579          0.459865                0.485505
51                          -239.129553          185.920128          0.448415                0.295364
52                          155.747413          414.646138          0.939454                0.766128
53                          272.712622          -92.707302          0.898197                0.066093
54                          -21.074155          53.949090          0.015499                0.059360
55                          594.163693          -122.654878          0.023441                0.360882
56                          93.038436          22.608649          0.579977                0.239291
57                          -349.283238          -335.585402          0.806718                0.330591
