Particle_Number_idendity     vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                          -106.765422          -395.240764          0.476185                0.277853
1                          -544.778719          158.486839          0.721132                0.898652
2                          224.513647          -274.358274          0.486484                0.968800
3                          -203.836504          456.567117          0.138634                0.473751
4                          -88.544330          -16.206948          0.664509                0.760465
5                          -98.636676          -25.816536          0.126715                0.545021
6                          93.912561          22.691391          0.376879                0.513518
7                          -99.815303          -63.830151          0.568709                0.624657
8                          -182.888373          341.134884          0.286004                0.491697
9                          144.911609          130.078153          0.627997                0.231557
10                          -362.155079          181.377935          0.093423                0.957037
11                          157.364800          174.730567          0.787952                0.850328
12                          -179.014656          236.768251          0.592758                0.161357
13                          104.931091          3.378520          0.330692                0.935426
14                          417.567638          -180.556770          0.353330                0.252718
15                          -308.510361          247.842514          0.755354                0.054822
16                          -71.551515          -304.092193          0.338697                0.880424
17                          95.187035          289.745104          0.399982                0.562494
18                          -131.358140          75.934591          0.157639                0.072870
19                          -29.384964          -59.271269          0.533695                0.268099
20                          329.120509          -338.099538          0.111594                0.902776
21                          13.337553          9.911728          0.764259                0.413192
22                          -355.373810          104.100280          0.778949                0.788954
23                          -332.467185          179.764133          0.632873                0.897683
24                          290.271859          -382.385130          0.287967                0.773229
25                          -6.865825          -692.146042          0.275298                0.845165
26                          -197.619026          252.419682          0.941883                0.162208
27                          -148.573318          444.896301          0.606712                0.833084
28                          176.244634          -104.869047          0.508541                0.507921
29                          147.948235          -456.042983          0.016673                0.165126
30                          433.708918          347.621636          0.845860                0.257127
31                          292.685369          -201.623872          0.123319                0.896361
32                          90.115950          -230.946423          0.286839                0.899848
33                          -36.633822          208.325057          0.887276                0.755574
34                          293.560621          629.900799          0.849423                0.497709
35                          -280.221771          52.059597          0.408755                0.040516
36                          132.031500          219.992089          0.982955                0.912259
37                          28.243329          19.639879          0.845926                0.546525
38                          -36.682492          -451.598256          0.200258                0.859211
39                          -173.507835          122.106858          0.003053                0.505472
40                          -14.229381          257.826823          0.857239                0.355409
41                          221.703766          -140.639161          0.834918                0.672709
42                          80.729153          421.690567          0.170990                0.593937
43                          -3.792350          -131.261718          0.681203                0.636402
44                          168.579643          -352.230338          0.501547                0.755684
45                          -2.650422          457.496348          0.277766                0.838098
46                          67.696683          361.738873          0.987936                0.521333
47                          167.713902          243.898786          0.778267                0.421667
48                          320.107674          -133.306989          0.468848                0.091195
49                          287.766501          -490.129296          0.675454                0.961774
50                          -275.776340          -69.189254          0.032834                0.663084
51                          159.434406          190.501155          0.405522                0.577896
52                          491.043844          237.445241          0.555145                0.014855
53                          712.596920          -309.369485          0.135124                0.622438
54                          -170.231455          -311.380803          0.482298                0.641192
55                          138.769225          7.708457          0.124715                0.427592
56                          123.268911          107.249448          0.593970                0.531049
57                          -141.160348          -192.638562          0.315422                0.744692
58                          392.954399          58.189705          0.538419                0.385914
59                          -163.453067          -21.449972          0.509417                0.138573
60                          -299.947083          230.322803          0.597830                0.385131
61                          106.677244          -136.961833          0.642535                0.616625
62                          -140.959058          110.341959          0.011048                0.195420
63                          210.383235          -63.170798          0.108493                0.933799
64                          124.855920          323.798687          0.856257                0.466740
65                          417.838310          -322.830862          0.464975                0.685224
66                          67.432910          -217.056006          0.996518                0.916457
67                          247.292910          289.375792          0.747012                0.226666
68                          -95.926559          -407.476641          0.518765                0.317699
69                          -183.766879          304.551116          0.958079                0.114583
70                          90.997998          -172.709852          0.256456                0.408962
71                          -199.940438          83.013946          0.788720                0.744605
72                          -37.463621          264.453910          0.105871                0.213818
73                          -71.471583          100.555189          0.398964                0.589235
74                          -255.426495          -441.820683          0.862554                0.781888
75                          1005.002810          -98.899970          0.129740                0.209150
76                          -196.077282          -247.174287          0.251983                0.590062
77                          -262.627132          -174.761843          0.195983                0.026241
78                          3.248426          -26.190469          0.901297                0.686308
79                          491.304198          -269.450520          0.918771                0.916954
80                          -118.165935          428.161860          0.628445                0.932297
