Particle_Number_idendity     vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                          -80.493796          -243.261773          0.885495                0.487548
1                          -288.051648          -303.616477          0.841163                0.961376
2                          146.556679          11.210649          0.357442                0.710715
3                          -488.694233          -67.962476          0.583757                0.687025
4                          -224.251406          -251.357475          0.195804                0.742381
5                          -201.373780          -173.833589          0.062143                0.352757
6                          -196.178604          9.825321          0.910504                0.035536
7                          247.239544          286.464235          0.718708                0.946054
8                          -362.796494          -122.163043          0.143045                0.754573
9                          352.761679          -225.707784          0.114343                0.289120
10                          156.986289          87.106848          0.561036                0.664492
11                          102.402280          258.591114          0.844560                0.696775
12                          86.489471          -120.467690          0.845173                0.238693
13                          206.519709          174.617072          0.934417                0.304890
14                          -411.653126          481.789882          0.404627                0.230516
15                          -116.355726          346.915394          0.879941                0.229972
16                          -216.349181          457.013478          0.907290                0.533867
17                          -183.088995          -185.680578          0.297169                0.876258
18                          -793.739824          358.320018          0.310866                0.718673
19                          214.793200          70.693515          0.515940                0.586908
20                          65.567210          -247.591833          0.124594                0.639200
21                          -3.625491          40.740390          0.633185                0.247513
22                          -156.460036          317.175310          0.756954                0.528826
23                          105.732026          -146.657985          0.017087                0.564548
24                          51.186631          162.595915          0.226502                0.760574
25                          15.153468          -268.879260          0.339670                0.232743
26                          -16.343707          -262.725677          0.773398                0.395026
27                          -183.184023          111.608062          0.089253                0.146096
28                          89.720580          114.412577          0.743767                0.221988
29                          71.832116          -76.677962          0.650173                0.488017
30                          207.409234          -248.918340          0.272902                0.946729
31                          269.962826          -59.503220          0.537769                0.352472
32                          -139.716173          328.662894          0.777418                0.459219
33                          -103.542485          -160.655585          0.486178                0.547325
34                          264.064280          -121.547734          0.225408                0.652505
35                          -447.177171          196.127742          0.134741                0.324762
36                          42.444213          42.754351          0.296182                0.575544
37                          91.137170          -36.689765          0.379030                0.148604
38                          -202.480188          -38.738469          0.526421                0.096845
39                          -58.555503          154.281342          0.008343                0.472570
40                          38.679454          92.316996          0.676093                0.577102
41                          38.806090          53.066351          0.128728                0.528060
42                          -11.128319          -260.272551          0.293060                0.606531
43                          18.006694          258.647152          0.941134                0.839045
44                          549.116928          -199.133795          0.798323                0.200506
45                          301.326170          -261.213604          0.059082                0.749180
46                          96.770738          254.770782          0.565128                0.924089
47                          -37.507279          24.494597          0.932129                0.465902
48                          -107.603159          287.862506          0.712633                0.102323
49                          -308.687360          121.742931          0.810437                0.415815
50                          416.865130          -95.014015          0.809796                0.307994
51                          -229.622032          271.171277          0.317804                0.982895
52                          -236.772831          190.176338          0.435654                0.083595
53                          -139.915639          -5.316430          0.843061                0.648650
54                          223.795473          -418.600339          0.885322                0.639144
55                          102.975677          -161.941409          0.177293                0.808922
56                          31.163679          420.465957          0.036630                0.426558
57                          266.096188          215.072249          0.743145                0.878676
58                          -223.767864          78.440612          0.743458                0.681379
59                          144.948441          16.341852          0.343305                0.504850
60                          -74.227294          -293.659670          0.713559                0.274516
61                          54.318584          -377.085803          0.430056                0.666802
62                          260.018111          38.579251          0.895599                0.250654
63                          173.214092          -9.298606          0.721881                0.576483
64                          223.610874          -85.958934          0.524929                0.399910
65                          265.843677          39.084237          0.128660                0.851974
66                          -7.897703          153.914898          0.713668                0.337883
67                          286.544320          -33.712023          0.663483                0.198861
68                          -316.096946          168.317119          0.532015                0.611518
69                          -297.405085          -293.641462          0.040245                0.234059
70                          -333.377346          -234.556190          0.717161                0.512177
71                          425.129034          -471.528772          0.336496                0.008755
72                          229.662890          -310.755116          0.628999                0.408000
73                          -165.672944          404.820509          0.897489                0.684120
74                          419.088555          -22.301372          0.460347                0.747156
75                          -194.063670          167.779552          0.558145                0.817595
76                          -149.925419          235.917264          0.803031                0.394718
77                          62.628838          -187.686973          0.034557                0.216896
78                          258.337174          -130.648933          0.277560                0.475804
79                          -210.637547          268.547031          0.842033                0.499196
80                          144.557356          560.072543          0.982871                0.371015
81                          0.015266          -122.137502          0.489875                0.193584
82                          87.146947          67.822801          0.594635                0.325869
83                          102.729465          -158.427735          0.835795                0.059987
84                          252.254920          -150.081183          0.189274                0.367505
85                          -533.414770          43.907453          0.293204                0.502999
86                          -113.809111          -634.749752          0.393194                0.502444
87                          -132.133907          -284.067291          0.486295                0.482381
88                          -401.555875          111.915364          0.522032                0.417425
89                          89.616670          -234.246711          0.423837                0.441216
90                          182.533777          -44.985388          0.592497                0.148558
91                          204.989190          81.133156          0.172931                0.609769
92                          89.513277          -241.266908          0.850783                0.004371
93                          -228.130859          -75.668906          0.511994                0.864927
94                          181.329564          350.441493          0.010275                0.099974
95                          308.462463          10.596611          0.007020                0.433670
96                          73.732756          -174.092660          0.258775                0.388110
97                          -363.323728          -97.081804          0.408632                0.320608
98                          -369.059594          -184.435392          0.625860                0.721934
99                          36.871790          -171.333150          0.203002                0.331429
100                          418.527351          108.193079          0.839546                0.285312
101                          -136.905040          113.803257          0.934437                0.326174
102                          383.744934          886.881860          0.280007                0.811278
103                          -209.061347          153.678246          0.788925                0.703797
104                          -174.262830          -152.128049          0.144111                0.114346
105                          -57.831353          -350.447284          0.438747                0.892474
106                          88.378952          80.333563          0.637856                0.010940
107                          -246.723131          30.885468          0.533369                0.328022
108                          323.142614          -479.832182          0.296009                0.824918
109                          3.589366          -70.698269          0.988065                0.060601
110                          -113.781710          273.282045          0.574540                0.742017
111                          278.972721          -383.407610          0.994938                0.209682
112                          345.530375          256.028491          0.102901                0.987597
113                          -81.682621          127.832421          0.209608                0.821385
114                          91.104278          78.842903          0.473051                0.802779
115                          274.201634          146.687710          0.751966                0.718229
116                          50.846799          206.695133          0.521689                0.957934
117                          57.874197          402.492385          0.067574                0.866204
118                          99.548693          676.230500          0.029110                0.541220
119                          271.672733          -35.951015          0.732325                0.394087
120                          -240.106975          -261.759771          0.757794                0.238535
121                          96.304796          -169.579127          0.449016                0.658016
122                          94.967274          -33.769817          0.853910                0.821540
123                          -431.138249          -75.876270          0.877732                0.472193
124                          -157.035614          249.198990          0.502552                0.166351
125                          -24.102792          143.782068          0.867224                0.428126
126                          -189.127052          105.719565          0.677483                0.055633
127                          410.400520          -259.861051          0.157854                0.407046
128                          -59.827287          -22.925327          0.653099                0.156203
129                          -222.899004          -45.385105          0.501213                0.935206
130                          294.854555          258.896081          0.824204                0.172156
131                          -315.950285          -370.097823          0.281695                0.990324
132                          91.255273          120.701061          0.440106                0.086543
133                          338.496874          52.732816          0.339622                0.224012
134                          396.591373          -16.791099          0.867088                0.410341
135                          33.198484          -129.072731          0.277753                0.712706
136                          -131.977724          -92.398690          0.694143                0.585122
137                          -54.320287          170.235981          0.998813                0.477724
138                          -112.384065          -327.292778          0.972062                0.013383
139                          -101.595349          501.381460          0.015421                0.943430
140                          -442.742575          168.859080          0.395740                0.973398
141                          -355.165416          -390.918527          0.054105                0.667484
142                          81.494247          -220.529635          0.760579                0.850136
143                          -95.292299          651.612684          0.186165                0.975304
144                          -60.538539          -124.379251          0.176065                0.103803
145                          630.313432          6.707747          0.016218                0.553727
146                          29.933256          19.281150          0.757840                0.573144
147                          410.310438          360.520184          0.686236                0.036438
148                          -206.369194          -174.689405          0.255653                0.169104
149                          -155.033063          193.277571          0.541354                0.143607
150                          42.387025          -324.820919          0.114011                0.573791
151                          75.170047          -24.011665          0.414644                0.589081
152                          158.197870          217.374679          0.781919                0.000806
153                          236.625558          465.890727          0.253182                0.592127
154                          187.295216          18.718457          0.634373                0.038227
