Particle_Number_idendity     vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                          -144.812056          63.347543          0.903943                0.662072
1                          207.747704          274.172733          0.471080                0.080931
2                          296.045905          373.640100          0.997632                0.575941
3                          -577.572173          -263.365859          0.316094                0.548742
4                          -279.122257          -72.593112          0.164755                0.318920
5                          175.393119          221.412102          0.149454                0.586322
6                          54.812058          -58.428838          0.708832                0.373905
7                          107.266021          262.101473          0.353016                0.011981
8                          -128.028695          -94.147849          0.523615                0.929809
9                          431.736566          -493.330336          0.385643                0.635989
10                          175.304248          -390.053060          0.196372                0.793143
11                          -135.433103          -329.564321          0.096314                0.090185
12                          54.646315          -77.157101          0.059906                0.507855
13                          -20.940636          88.170428          0.427848                0.557096
14                          22.807252          -193.006842          0.923431                0.622721
15                          -56.632594          124.490722          0.999144                0.548536
16                          -32.360284          435.766143          0.467375                0.348351
17                          170.060487          -277.244380          0.704634                0.719891
18                          234.599760          -34.865073          0.938700                0.185803
19                          -278.048649          394.297356          0.176108                0.250084
20                          28.318840          -144.439401          0.241712                0.947513
21                          -340.934074          308.271833          0.028400                0.939544
22                          484.476915          -337.624425          0.363750                0.447768
23                          -7.021641          281.420878          0.796142                0.601263
24                          309.523809          244.974258          0.192572                0.992644
25                          -234.752057          213.583771          0.843193                0.871696
26                          44.546636          -292.426236          0.840271                0.710570
27                          -5.482200          124.033520          0.455874                0.517691
28                          146.082602          -61.441804          0.856836                0.947686
29                          -188.787718          1.573068          0.218773                0.149205
30                          -648.192031          133.354015          0.417218                0.783683
31                          -109.977491          21.558795          0.380025                0.362845
32                          -15.032809          -170.712331          0.620504                0.068450
33                          321.734832          -36.182186          0.610955                0.786676
34                          -204.034177          -14.253175          0.870248                0.810235
35                          -298.437641          40.663773          0.219300                0.189801
36                          234.936729          -138.321161          0.833607                0.904284
37                          480.500729          -191.066147          0.597029                0.404976
38                          273.673767          -581.775648          0.254089                0.888140
39                          -90.295049          -268.240955          0.741155                0.042493
40                          33.106369          313.570603          0.465125                0.709028
41                          12.012773          -87.723264          0.097358                0.846858
42                          278.541679          27.133112          0.930415                0.201942
43                          -275.577507          -34.039589          0.458460                0.428646
44                          -218.904969          6.799191          0.553279                0.259499
45                          -304.795755          197.271348          0.096824                0.535056
46                          -254.672382          -126.208960          0.980275                0.803174
47                          340.258449          -245.617165          0.656471                0.822824
48                          -80.253118          -221.235266          0.367532                0.662361
49                          61.976725          212.551455          0.382485                0.847505
50                          -89.335762          116.664629          0.443126                0.993655
51                          -210.415285          -62.412608          0.122542                0.608774
52                          158.025381          527.988506          0.128528                0.638136
53                          241.543955          -297.037043          0.279914                0.725083
54                          -320.319758          106.136201          0.429900                0.702352
55                          11.648422          39.627712          0.326663                0.104372
56                          -52.773073          348.332026          0.469571                0.532159
57                          220.063070          229.827415          0.016554                0.062733
58                          -514.637615          352.732016          0.887876                0.135797
59                          -489.135734          -67.258177          0.462610                0.921036
60                          -27.082461          -22.738310          0.860167                0.562004
61                          -618.019675          -130.758358          0.796353                0.698189
62                          431.609662          68.754906          0.148925                0.218526
63                          500.955108          244.173133          0.557766                0.805766
64                          -527.649707          -201.259826          0.716150                0.337734
65                          277.951082          -14.451228          0.600615                0.823992
66                          33.569867          248.408706          0.075751                0.719023
67                          162.798811          446.968913          0.336685                0.589153
68                          77.200034          368.538540          0.505574                0.190088
69                          -249.409072          17.634652          0.785022                0.466304
70                          37.009024          211.519186          0.370551                0.171260
71                          334.215438          -202.599864          0.160400                0.072947
72                          103.959995          65.318158          0.079559                0.063998
73                          -66.071609          380.771005          0.102682                0.507185
74                          -489.267081          -6.982306          0.778706                0.189219
75                          239.888834          393.264806          0.211929                0.396690
76                          352.631849          320.568495          0.153438                0.156669
77                          -69.042653          241.345033          0.136942                0.052431
78                          -246.067178          -55.686583          0.936808                0.441584
79                          137.530533          108.747951          0.803944                0.236798
80                          44.679103          127.588477          0.282502                0.438524
81                          -226.422261          242.364145          0.446574                0.547864
82                          -434.328056          -194.480064          0.097156                0.857586
83                          76.271468          380.538702          0.865796                0.531750
84                          -43.407478          -93.553062          0.154923                0.306313
85                          -207.032774          -412.508678          0.213276                0.907014
86                          -28.739326          -158.465606          0.259334                0.643420
87                          -79.957182          21.640684          0.257784                0.594758
88                          40.297665          233.433018          0.015134                0.550825
89                          397.489431          135.599714          0.218054                0.280188
90                          -174.445337          141.691690          0.445431                0.153821
91                          201.362719          -318.996538          0.743593                0.127481
92                          -191.444000          -43.338951          0.682728                0.727207
93                          159.924220          83.596687          0.508723                0.011060
94                          127.061381          -59.451130          0.051000                0.772924
95                          211.612037          -28.202196          0.876423                0.724596
96                          -86.193473          223.683665          0.848785                0.765864
97                          209.534450          331.018722          0.643228                0.487469
98                          157.223670          155.576007          0.497515                0.537609
99                          193.597710          -190.295877          0.894159                0.208365
100                          -91.142624          285.322800          0.429690                0.359233
101                          35.323181          15.895122          0.767752                0.867892
102                          -252.087235          -255.191208          0.364339                0.322352
103                          421.758607          -194.557087          0.287321                0.859091
104                          -57.238986          60.010079          0.014057                0.486385
105                          56.774123          -183.403724          0.705091                0.292222
106                          -510.364546          -297.977024          0.781466                0.530646
107                          201.905533          -57.081592          0.786743                0.484854
108                          81.047456          -518.955819          0.178016                0.857805
109                          258.980472          -28.691702          0.861258                0.589175
110                          92.500433          -9.064913          0.006872                0.625823
111                          -48.076100          9.481369          0.056446                0.456907
112                          -96.852715          -92.040671          0.007781                0.374400
113                          64.209092          38.849977          0.750707                0.932259
114                          184.448831          60.650432          0.376223                0.128247
115                          68.264651          261.504837          0.161615                0.651525
116                          197.000027          139.887599          0.063288                0.877755
117                          -613.524384          -314.692904          0.887011                0.660704
118                          157.578099          -99.235272          0.653818                0.034042
119                          61.804381          -300.996693          0.833432                0.699972
120                          -136.874875          83.279344          0.860778                0.525575
121                          -29.006315          677.044074          0.905598                0.102688
122                          -145.814776          16.376971          0.026727                0.328469
123                          473.375719          -93.844486          0.230586                0.222255
124                          -76.072593          275.574299          0.256515                0.097700
125                          55.947053          124.682444          0.054647                0.511762
126                          -592.035366          -81.147515          0.123304                0.543708
127                          105.090332          96.086691          0.441697                0.751238
128                          -155.129328          116.548210          0.440312                0.138989
129                          -48.728451          5.261853          0.631926                0.572115
130                          199.383543          75.143111          0.919144                0.460496
131                          -147.026300          -253.587040          0.533669                0.835252
132                          233.797406          8.608750          0.058102                0.810416
133                          287.101420          -491.579212          0.396353                0.527611
134                          231.117122          -232.556537          0.091055                0.584234
135                          211.959484          -233.360740          0.819106                0.076603
136                          376.398583          57.874803          0.466295                0.670552
137                          -6.997683          -25.847307          0.289274                0.639920
138                          275.890215          166.153477          0.112350                0.358601
139                          176.486139          60.779443          0.204073                0.511749
140                          -273.104013          -57.281558          0.085991                0.756647
141                          -173.279487          102.388802          0.687045                0.835662
142                          -171.990872          -18.519152          0.901156                0.831082
143                          413.747109          -115.120978          0.673392                0.713334
144                          59.555836          107.843131          0.368990                0.227191
145                          233.267160          -507.003163          0.477999                0.558080
146                          63.424382          -264.203101          0.441778                0.924212
147                          93.184315          -279.468998          0.024169                0.659205
148                          187.049276          427.293305          0.775666                0.629863
149                          101.822836          -208.700760          0.296743                0.502689
150                          552.201724          -59.054174          0.330170                0.180704
151                          -457.234052          45.890071          0.218616                0.520283
152                          301.802012          272.573494          0.240071                0.033198
153                          -305.524162          -180.270336          0.569149                0.022129
154                          52.596285          214.865298          0.642193                0.687551
155                          15.313760          36.697530          0.793935                0.102539
156                          42.789506          -150.113690          0.591962                0.452238
157                          62.923654          -16.112148          0.281495                0.768872
158                          -388.073436          -445.688453          0.600905                0.178205
159                          -94.817176          528.318726          0.542606                0.760984
160                          -74.445054          -346.728144          0.525998                0.397023
161                          -31.727238          -8.929757          0.636026                0.648370
162                          -50.539600          -160.626997          0.314217                0.950389
163                          32.023300          -14.436248          0.303998                0.386725
164                          82.755171          240.430393          0.561435                0.111580
165                          16.710333          236.560348          0.497494                0.308749
166                          123.573844          -102.198457          0.976653                0.280442
167                          -19.366280          234.510135          0.406104                0.686642
168                          327.246602          182.609063          0.413340                0.940947
169                          -21.527070          354.114862          0.307245                0.233460
170                          79.927199          84.549610          0.069095                0.469694
171                          107.659790          -44.098943          0.918803                0.760742
172                          366.070536          4.948170          0.811577                0.792340
173                          106.010235          -98.185780          0.191089                0.211017
174                          283.281977          22.796172          0.824499                0.380415
175                          492.401022          259.391827          0.951542                0.581128
176                          -182.089585          320.764125          0.968821                0.374481
177                          -109.509801          95.416868          0.962413                0.084891
178                          -309.326785          -280.174530          0.720331                0.691268
179                          330.516929          -62.811965          0.710732                0.462011
180                          -88.417687          475.380785          0.137007                0.252828
181                          -552.645240          82.558079          0.905247                0.791329
182                          143.256972          35.169834          0.543101                0.644774
183                          -43.839311          541.734913          0.659595                0.599380
184                          -285.836177          -182.613355          0.207788                0.978198
185                          -426.665730          67.360656          0.462833                0.441400
186                          130.536673          472.944644          0.835198                0.836090
187                          -191.036616          -621.916373          0.937278                0.211138
188                          -49.542192          -266.642277          0.542605                0.490797
189                          49.656391          67.528884          0.960909                0.470425
190                          -333.843797          32.660225          0.133763                0.304873
