Particle_Number_idendity     vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                          290.581503          -274.891065          0.153486                0.576115
1                          -142.021857          181.632356          0.791845                0.883711
2                          -32.400277          28.630083          0.009046                0.239372
3                          -322.580914          244.312240          0.738482                0.424754
4                          -133.865653          -273.075896          0.890874                0.882653
5                          -19.549072          -14.731155          0.077561                0.906864
6                          289.110608          -333.260735          0.107696                0.211868
7                          -180.988275          225.888716          0.664673                0.125573
8                          143.240471          -193.742917          0.780644                0.796751
9                          12.821501          -297.599244          0.094140                0.705162
10                          -19.062863          447.507867          0.787907                0.403106
11                          58.001406          390.155412          0.607001                0.340052
12                          133.581286          -427.507561          0.902816                0.948350
13                          657.924129          183.226587          0.150605                0.918150
14                          264.877750          -65.525525          0.215433                0.184240
15                          138.244019          190.930898          0.714137                0.514788
16                          409.983053          221.132617          0.842135                0.391782
17                          -10.978797          27.769720          0.313232                0.119529
18                          194.918284          -233.276621          0.363619                0.074151
19                          173.972912          -176.426337          0.720482                0.783044
20                          54.969104          90.697345          0.638060                0.924202
21                          -82.066345          -3.902514          0.506413                0.429963
22                          -42.330326          222.633438          0.509113                0.551669
23                          -330.183434          39.942884          0.851319                0.816991
24                          -14.329023          -468.727922          0.333438                0.805510
25                          456.771301          231.416564          0.172972                0.332595
26                          -288.990842          -312.914976          0.331431                0.609227
27                          6.136439          -167.834378          0.985073                0.843607
28                          -25.225543          -192.304817          0.598287                0.721203
29                          -321.501727          -83.238367          0.075074                0.544542
30                          -480.185962          152.782623          0.224464                0.379979
31                          -111.204681          252.250043          0.480865                0.995665
32                          150.019402          352.947174          0.704616                0.881088
33                          -205.855808          157.212670          0.868215                0.401861
34                          -208.446064          -189.937817          0.078400                0.481418
35                          -56.363635          -264.237772          0.867767                0.895480
36                          -193.432897          216.859293          0.870595                0.660054
37                          103.210192          -418.532624          0.151947                0.160535
38                          -227.610190          85.891892          0.389810                0.224268
39                          -217.499279          -244.363602          0.265471                0.933920
40                          -423.398760          -216.861250          0.421481                0.861143
41                          -327.908671          -30.548012          0.970433                0.821907
42                          359.142768          170.259696          0.710630                0.756273
43                          -247.416290          -262.117809          0.324310                0.708388
44                          154.658079          164.888829          0.063215                0.172917
45                          361.438706          212.136036          0.558821                0.399739
46                          -165.455946          -270.910942          0.308512                0.825480
47                          -99.897599          -53.704733          0.115797                0.171663
48                          109.768480          -248.488942          0.352056                0.214502
49                          -39.474517          96.620637          0.487223                0.474896
50                          -217.911935          343.031276          0.130372                0.045239
51                          460.228258          -385.654623          0.318232                0.833468
52                          421.994720          -66.330871          0.807951                0.748827
53                          149.711015          101.095250          0.411765                0.017458
54                          132.539262          -301.238903          0.034416                0.198884
55                          -446.205351          139.618226          0.485409                0.625732
56                          -229.227655          -182.163078          0.885940                0.432191
57                          -403.267670          -280.491469          0.522941                0.730571
58                          -526.713368          210.879112          0.156818                0.212392
59                          -81.106123          -69.873404          0.778857                0.023503
60                          361.398726          362.489767          0.650745                0.982747
61                          -69.823818          180.710967          0.855458                0.201022
62                          -28.737878          84.102691          0.432456                0.970188
63                          65.183126          -118.967375          0.486047                0.674654
64                          -513.892978          -462.045848          0.321330                0.287448
65                          -271.545966          3.304010          0.110988                0.152481
66                          74.496105          53.068209          0.159335                0.836292
67                          244.610619          -351.123360          0.677537                0.026474
68                          -29.962323          416.328492          0.522732                0.805281
69                          -149.901985          -79.132732          0.945045                0.318110
70                          -660.369454          -106.506476          0.714560                0.128835
71                          -241.149180          -321.167335          0.193956                0.757739
72                          95.239498          61.122919          0.115738                0.605081
73                          42.324132          179.899426          0.119213                0.226740
74                          289.841252          41.312656          0.597809                0.363537
75                          234.672229          533.836566          0.556611                0.370807
76                          -56.962647          272.419920          0.689073                0.606891
77                          353.726046          78.524454          0.186244                0.337172
78                          188.483060          296.673077          0.586347                0.752811
79                          -100.424638          -141.016216          0.654344                0.932280
80                          59.423227          63.090554          0.337086                0.129649
81                          -283.412691          -197.427042          0.026424                0.892196
82                          -426.945634          -325.610957          0.507193                0.042091
83                          -273.237106          -67.960357          0.871344                0.078009
84                          319.231281          152.260603          0.002673                0.514705
85                          323.455828          -19.156194          0.231428                0.610790
86                          -72.886933          191.179770          0.861791                0.026770
87                          -113.249652          -53.230553          0.069635                0.173541
88                          152.483334          -41.187959          0.972420                0.698457
89                          -137.666192          -273.360632          0.726667                0.183347
90                          135.263627          -83.735923          0.741045                0.060808
91                          303.044627          77.724880          0.521069                0.830150
92                          -74.770027          105.154204          0.961861                0.137674
93                          -255.311513          -271.762582          0.062763                0.977558
94                          -135.671626          -14.615505          0.520454                0.011512
95                          439.379927          18.693298          0.210556                0.823371
96                          -317.354780          -12.583673          0.650214                0.971235
97                          37.282390          177.600981          0.902337                0.759834
98                          -156.939106          269.916205          0.445362                0.233254
99                          -355.365050          194.097388          0.263255                0.542285
100                          45.833850          -10.915900          0.714697                0.068590
101                          611.452087          100.588223          0.451195                0.158471
102                          -235.551919          -22.792631          0.203194                0.859483
103                          -211.116478          226.310912          0.605958                0.558494
104                          48.278483          -54.209367          0.758105                0.111619
105                          -45.929463          428.314215          0.735841                0.993702
106                          -407.058134          -46.329343          0.637585                0.207820
107                          -87.326192          -517.052240          0.343559                0.374511
108                          -27.296485          302.109184          0.502135                0.466426
109                          84.102454          -114.367768          0.801136                0.620754
110                          92.123814          -488.890595          0.608881                0.073824
111                          -474.093210          -99.846892          0.148066                0.261905
112                          -68.839442          -135.456021          0.706100                0.213731
113                          -199.503341          87.693964          0.034390                0.835171
114                          -328.852189          194.187119          0.318544                0.269343
115                          73.138035          96.661858          0.655037                0.029214
116                          -453.984450          7.532088          0.300135                0.357506
117                          378.377219          -513.781631          0.066714                0.196606
118                          -334.535626          -15.770085          0.691085                0.422303
119                          235.099368          340.065027          0.565655                0.663330
120                          -23.854151          -114.939206          0.151325                0.862268
121                          -522.057316          -223.464630          0.170960                0.314755
122                          208.968338          61.468149          0.622453                0.816086
123                          167.136568          104.621004          0.933162                0.826521
124                          488.497590          11.730081          0.283244                0.946705
125                          27.752054          -184.812642          0.728543                0.044364
126                          -408.970027          90.849759          0.099778                0.719596
127                          -115.185871          25.665595          0.297014                0.368822
128                          -149.312041          299.529542          0.352773                0.288817
129                          -491.267520          114.225349          0.912137                0.182167
130                          69.432594          -295.463189          0.299247                0.046054
131                          3.923159          100.786096          0.690563                0.453666
132                          129.681718          303.184985          0.000310                0.813388
133                          48.319314          165.875290          0.476935                0.157034
134                          48.919352          62.928082          0.902263                0.110816
135                          -248.574515          -164.843147          0.333647                0.893250
136                          -250.097989          631.636273          0.995850                0.181090
137                          -91.187574          -240.772123          0.163873                0.463332
138                          -121.448771          -179.121560          0.639020                0.819667
139                          -86.588419          41.054476          0.588645                0.935183
140                          76.857516          270.089956          0.142875                0.041316
141                          242.250509          323.080887          0.779925                0.631668
142                          384.152713          -124.646167          0.174149                0.779236
143                          179.060674          -0.326111          0.003788                0.492659
144                          -432.481687          -270.087756          0.675049                0.063831
145                          247.980570          -186.805679          0.119993                0.759202
146                          -249.557541          159.979442          0.459033                0.772421
147                          -198.434500          471.857937          0.099305                0.447158
148                          -154.949766          337.987252          0.505629                0.703676
149                          27.493811          -69.895684          0.337343                0.448389
150                          -43.076052          -539.220351          0.477449                0.495708
151                          -56.702899          -131.021624          0.890737                0.165220
152                          273.771402          -40.269940          0.995051                0.204348
153                          320.177030          115.357527          0.070830                0.067926
154                          125.276096          241.849269          0.018171                0.874928
155                          55.273696          -436.953556          0.932402                0.119941
156                          -346.482379          -14.490570          0.138685                0.998403
157                          131.464456          -115.790309          0.411010                0.889879
158                          104.286828          287.533334          0.210955                0.716213
159                          419.527718          27.895173          0.177709                0.056418
160                          97.174823          -422.831492          0.612922                0.264380
161                          60.988944          -160.940897          0.300591                0.467224
162                          217.295768          179.949928          0.073025                0.908104
163                          -41.063540          -181.888422          0.125899                0.530814
164                          -443.051461          -511.538381          0.557151                0.056550
165                          31.265686          -203.182594          0.010268                0.511646
166                          -249.900373          -112.301035          0.761699                0.359732
167                          -267.493009          99.742986          0.316318                0.593879
168                          458.672845          -93.822332          0.966430                0.308190
169                          274.910417          -348.445962          0.627320                0.296813
170                          -251.390256          -94.848892          0.382623                0.563407
171                          -192.591512          212.910951          0.056978                0.694147
172                          -83.304617          -214.612145          0.147447                0.680163
173                          68.998665          128.184226          0.601669                0.593679
174                          -25.671171          138.664831          0.125576                0.494548
175                          -117.270003          -11.749187          0.963024                0.321531
176                          61.981215          -14.919801          0.044853                0.307274
177                          -29.486129          637.505435          0.434800                0.562735
178                          254.913124          58.226978          0.776988                0.113306
179                          -96.254648          357.593664          0.727511                0.588802
180                          222.165105          -237.606774          0.798063                0.047843
181                          -32.873058          179.630830          0.406953                0.618348
182                          97.434269          -44.395748          0.044476                0.447166
183                          304.012556          3.868088          0.265352                0.645094
184                          804.816689          31.755317          0.930017                0.969041
185                          -51.502628          21.180776          0.937199                0.613410
186                          -72.812839          -0.978380          0.080367                0.483354
187                          -160.829417          -245.927720          0.861213                0.241735
188                          -1.274850          64.602921          0.426803                0.101036
189                          -33.276581          517.011818          0.132288                0.223471
190                          281.566894          -51.504023          0.438720                0.191504
191                          132.277491          120.539198          0.096614                0.498139
192                          195.224501          84.048299          0.630818                0.695690
193                          -225.707267          119.971584          0.924891                0.770532
194                          33.970724          177.317263          0.957367                0.576852
195                          -48.519601          -229.594918          0.010150                0.637649
196                          248.531255          22.347455          0.514056                0.158969
197                          169.352863          45.062703          0.326453                0.471109
198                          -517.846922          259.572014          0.847751                0.112542
199                          44.786671          66.852218          0.844810                0.859256
200                          619.717905          381.054441          0.952636                0.410931
201                          -492.719947          466.914045          0.274868                0.397166
202                          -214.955233          18.110649          0.832050                0.244105
203                          -515.463782          -145.715527          0.500721                0.735781
204                          510.384334          -31.005898          0.965551                0.649410
205                          -116.177895          -190.579378          0.824414                0.523722
206                          197.807572          287.911668          0.359543                0.937505
207                          -408.956366          112.318178          0.445204                0.410867
208                          -207.099313          -225.426399          0.273434                0.477908
209                          -442.024969          -162.439205          0.264044                0.237673
210                          -223.853552          -60.517617          0.180615                0.216879
211                          -88.960148          364.528095          0.470243                0.003646
212                          87.671633          89.796924          0.945084                0.141915
213                          -113.051698          -115.001643          0.123863                0.727733
214                          68.858900          292.261040          0.325734                0.445306
215                          122.457876          4.810697          0.216857                0.203051
216                          -19.349777          297.297325          0.256267                0.454693
217                          23.007570          -19.485073          0.075765                0.374758
218                          32.884660          282.602423          0.080260                0.130376
219                          443.164302          15.306350          0.336652                0.425574
220                          201.257234          83.987347          0.972483                0.585016
221                          -408.176032          -73.849920          0.904459                0.377065
222                          -23.476192          396.581683          0.934245                0.742781
223                          206.290007          237.927158          0.206479                0.313369
224                          -45.088125          246.159851          0.090411                0.198178
225                          -40.467405          373.053847          0.419384                0.735975
226                          140.661958          379.957055          0.295450                0.729830
227                          218.064695          -422.842559          0.030022                0.282916
228                          279.013982          -6.217679          0.148095                0.854356
229                          136.327914          455.058173          0.503050                0.126385
230                          -139.576603          47.505086          0.085516                0.459178
231                          10.268711          -154.467195          0.621168                0.784287
232                          189.731147          62.429557          0.029498                0.903736
233                          356.751578          -47.037673          0.988256                0.833271
234                          -113.853420          334.091048          0.244503                0.943901
235                          120.356061          -48.873694          0.402592                0.191115
236                          -1.777156          140.589592          0.999605                0.831303
237                          205.820932          -23.104816          0.430747                0.149442
238                          124.732649          253.470186          0.387874                0.660905
239                          -458.973517          105.286649          0.721133                0.126898
240                          230.811860          -197.923309          0.646928                0.391436
241                          -144.749852          -411.957042          0.586009                0.027666
242                          227.975001          405.150097          0.387222                0.414055
243                          340.448928          -227.927500          0.855476                0.709195
244                          -21.839349          -139.532844          0.663333                0.527458
245                          -159.386080          -376.137257          0.520651                0.071393
246                          151.785035          -656.321286          0.802150                0.525617
247                          -265.408563          13.102936          0.690227                0.385541
248                          -48.309135          -162.006737          0.976608                0.855832
249                          -286.497335          170.021798          0.047923                0.006974
250                          -122.875619          464.693789          0.267672                0.642689
251                          479.127366          141.105802          0.975340                0.431755
252                          38.041700          -161.863123          0.702557                0.061258
253                          -83.821863          -30.763962          0.771197                0.948129
254                          146.918959          -122.514418          0.061379                0.729132
255                          318.052626          198.307602          0.237809                0.523148
256                          -394.797025          7.567222          0.666000                0.466009
257                          176.545546          -6.581297          0.397068                0.473099
258                          27.401578          -261.370420          0.178463                0.425097
259                          485.126103          113.635920          0.032933                0.735405
260                          -179.140045          479.778627          0.788056                0.533659
261                          400.106216          595.437804          0.966923                0.979709
262                          332.490826          453.467199          0.346064                0.116786
263                          402.757550          558.949698          0.801216                0.714857
264                          346.935208          -145.088265          0.308450                0.799876
265                          106.154693          -212.280203          0.927575                0.389194
266                          144.769409          197.638494          0.694863                0.928955
267                          536.097476          -278.254336          0.210159                0.150497
268                          115.187531          -49.769650          0.195993                0.801915
269                          120.522061          -131.792676          0.046634                0.729765
270                          -203.172928          319.837016          0.096290                0.074600
271                          -275.520342          371.158442          0.897678                0.157760
272                          -386.543399          182.767677          0.269427                0.096081
273                          -34.238919          -307.618631          0.647719                0.035381
274                          -158.352876          -515.544404          0.410354                0.480183
275                          -299.396041          31.472150          0.565444                0.835866
276                          -24.279341          184.578476          0.917553                0.964727
277                          -277.845266          280.065005          0.687647                0.116546
278                          116.700432          -119.395446          0.413579                0.862361
279                          -352.736779          -248.324727          0.766029                0.925150
280                          367.061571          -191.102188          0.463625                0.512750
281                          -151.714955          272.131913          0.282989                0.181127
282                          -680.240659          -208.955977          0.234809                0.557359
283                          -67.661323          -266.753621          0.300679                0.360826
284                          -11.799557          -330.968940          0.619969                0.967640
