Particle_Number_idendity     vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                          -80.493796          -243.261773          0.656555                0.817781
1                          -61.206257          -149.496423          0.427465                0.393420
2                          379.554097          167.897399          0.378092                0.543854
3                          -488.694233          -67.962476          0.265017                0.338045
4                          -224.251406          -251.357475          0.343934                0.150164
5                          -216.367604          -336.797081          0.573837                0.412922
6                          -196.178604          9.825321          0.789722                0.941418
7                          267.287323          169.606784          0.214813                0.992137
8                          -362.796494          -122.163043          0.618316                0.924788
9                          352.761679          -225.707784          0.735197                0.451202
10                          156.986289          87.106848          0.057246                0.830085
11                          35.897290          190.367912          0.088480                0.450353
12                          86.489471          -120.467690          0.016680                0.392667
13                          435.992234          -31.032053          0.568232                0.979848
14                          103.762219          176.566015          0.572377                0.851222
15                          380.324979          93.631857          0.595184                0.620426
16                          -216.349181          457.013478          0.979724                0.156080
17                          -183.088995          -185.680578          0.051000                0.654914
18                          -604.238068          481.977319          0.312494                0.241112
19                          214.793200          70.693515          0.458411                0.909726
20                          -125.209625          386.492594          0.679001                0.080696
21                          -3.625491          40.740390          0.667914                0.857256
22                          393.561643          -256.716819          0.540404                0.086612
23                          105.732026          -146.657985          0.004267                0.969402
24                          51.186631          162.595915          0.736180                0.203049
25                          15.153468          -268.879260          0.194513                0.808369
26                          214.653039          34.096579          0.847373                0.235664
27                          -231.430772          252.674876          0.170227                0.123133
28                          89.720580          114.412577          0.884322                0.126016
29                          71.832116          -76.677962          0.962084                0.222525
30                          207.409234          -248.918340          0.286104                0.331148
31                          269.962826          -59.503220          0.951763                0.922461
32                          -104.606270          166.688375          0.076208                0.493456
33                          195.394159          118.115683          0.087996                0.908660
34                          264.064280          -121.547734          0.695905                0.816825
35                          -447.177171          196.127742          0.418305                0.446031
36                          42.444213          42.754351          0.889604                0.165995
37                          266.537287          248.218968          0.110680                0.857901
38                          177.686799          -203.360152          0.038553                0.952096
39                          -10.308754          13.214528          0.243022                0.948546
40                          -8.849300          76.769247          0.412703                0.727830
41                          38.806090          53.066351          0.757000                0.019731
42                          -11.128319          -260.272551          0.399660                0.099712
43                          182.764527          -96.921503          0.468923                0.166402
44                          71.972304          496.651709          0.764590                0.403317
45                          280.442791          -42.718667          0.757906                0.714184
46                          239.515533          320.022556          0.512081                0.968859
47                          -37.507279          24.494597          0.291415                0.231265
48                          137.360006          80.902563          0.948971                0.860878
49                          -308.687360          121.742931          0.767390                0.249625
50                          416.865130          -95.014015          0.816595                0.218144
51                          416.779296          -154.829819          0.351969                0.713985
52                          -236.772831          190.176338          0.703729                0.261873
53                          -68.813405          -349.029367          0.080853                0.034657
54                          -196.110760          -207.108567          0.061280                0.146107
55                          -248.933348          76.043531          0.984048                0.823781
56                          517.819530          437.492441          0.630812                0.305820
57                          266.096188          215.072249          0.194178                0.818473
58                          -136.565364          -171.468467          0.576856                0.831612
59                          144.948441          16.341852          0.954827                0.348309
60                          -54.048975          181.357669          0.379110                0.016870
61                          96.308819          -332.726281          0.849176                0.228800
62                          256.410461          -72.549985          0.410953                0.068955
63                          745.028871          39.470234          0.136650                0.528659
64                          13.523381          153.789527          0.089483                0.351362
65                          299.608426          8.569705          0.277701                0.752689
66                          -7.897703          153.914898          0.789322                0.863514
67                          286.544320          -33.712023          0.918641                0.521792
68                          -141.866120          -334.958192          0.087318                0.252954
69                          225.904590          -166.459396          0.355077                0.400458
70                          -164.918312          -502.793827          0.296933                0.328499
71                          425.129034          -471.528772          0.264135                0.525586
72                          229.662890          -310.755116          0.429031                0.384760
73                          -26.494990          -104.640674          0.394145                0.383487
74                          76.167687          273.277947          0.344271                0.462499
75                          -194.063670          167.779552          0.417104                0.210415
76                          -209.783186          165.763454          0.374098                0.292959
77                          -75.397552          53.994910          0.917893                0.452628
78                          203.857319          -92.807821          0.048503                0.556725
79                          -548.016709          356.975935          0.000389                0.627786
80                          144.557356          560.072543          0.598139                0.006013
81                          229.911509          357.996829          0.995098                0.938717
82                          87.146947          67.822801          0.759844                0.676186
83                          102.729465          -158.427735          0.851738                0.577585
84                          -386.078256          -76.571416          0.651145                0.699343
85                          -564.408265          235.832902          0.490168                0.541676
86                          3.341804          -325.509775          0.955289                0.188789
87                          -132.133907          -284.067291          0.752022                0.203496
88                          -401.555875          111.915364          0.368584                0.345375
89                          89.616670          -234.246711          0.565388                0.685093
90                          182.533777          -44.985388          0.843984                0.579479
91                          212.424011          -162.085632          0.480475                0.434371
92                          232.527021          -21.706095          0.912740                0.191778
93                          106.954294          230.826871          0.547068                0.067216
94                          380.678300          -218.520470          0.374203                0.672241
95                          49.727784          -385.064923          0.169206                0.359246
96                          73.732756          -174.092660          0.552481                0.055764
97                          -274.655819          -285.346578          0.689104                0.674899
98                          -285.548847          -340.896119          0.114070                0.576824
99                          36.871790          -171.333150          0.849803                0.972650
100                          532.867973          -174.549122          0.637138                0.726875
101                          -151.408835          193.486594          0.965499                0.201588
102                          383.744934          886.881860          0.604068                0.315731
103                          -231.561110          122.000689          0.880295                0.356642
104                          -174.262830          -152.128049          0.813395                0.571599
105                          -243.494647          333.963742          0.561977                0.464696
106                          88.378952          80.333563          0.791264                0.241415
107                          -295.238964          -231.251997          0.645150                0.159092
108                          91.632500          76.629840          0.781091                0.290206
109                          3.589366          -70.698269          0.953682                0.737828
110                          38.654548          -15.567201          0.149102                0.100776
111                          -12.750149          -374.474041          0.130798                0.827017
112                          345.530375          256.028491          0.793024                0.535069
113                          45.860668          -64.230739          0.768753                0.329759
114                          23.159133          41.465442          0.983208                0.258147
115                          333.010107          413.485678          0.365232                0.512657
116                          50.846799          206.695133          0.034621                0.977977
117                          57.874197          402.492385          0.513190                0.010682
118                          99.548693          676.230500          0.075521                0.063528
119                          380.282690          -176.067326          0.339883                0.711460
120                          -503.306231          61.400321          0.392569                0.107122
121                          -228.581911          158.608560          0.455563                0.323613
122                          429.158429          -134.798590          0.379279                0.315808
123                          3.286286          -347.679930          0.477246                0.478080
124                          -157.035614          249.198990          0.006815                0.779244
125                          -24.102792          143.782068          0.098108                0.050820
126                          -209.174831          222.577016          0.624711                0.252774
127                          410.400520          -259.861051          0.226578                0.896286
128                          -59.827287          -22.925327          0.226192                0.375808
129                          467.498032          95.896270          0.469319                0.131129
130                          391.904363          156.389447          0.598904                0.180751
131                          -235.668801          -429.041285          0.322869                0.801827
132                          22.874856          528.265924          0.835676                0.322758
133                          -121.698457          -269.241753          0.662701                0.781643
134                          -203.061870          -210.283363          0.468181                0.251307
135                          200.013994          416.463742          0.836801                0.084033
136                          -120.643256          201.798083          0.638540                0.850649
137                          -54.320287          170.235981          0.519154                0.847013
138                          -112.384065          -327.292778          0.048603                0.148559
139                          -194.848185          96.514917          0.330306                0.191625
140                          -376.237585          237.082282          0.411980                0.125224
141                          106.359496          170.095038          0.555392                0.670361
142                          -41.754253          -38.704735          0.604966                0.040527
143                          -12.077817          -158.544797          0.980249                0.340388
144                          -60.538539          -124.379251          0.755971                0.295247
145                          630.313432          6.707747          0.978371                0.489473
146                          -122.503001          308.130397          0.986472                0.411887
147                          433.246845          59.692311          0.742899                0.752482
148                          -206.369194          -174.689405          0.232488                0.842475
149                          272.845100          -38.930571          0.700732                0.693683
150                          -271.585757          -324.108323          0.026148                0.796507
151                          75.170047          -24.011665          0.694581                0.819092
152                          158.197870          217.374679          0.266523                0.918548
153                          236.625558          465.890727          0.986518                0.129305
154                          187.295216          18.718457          0.840250                0.858921
155                          -328.080903          -27.495122          0.091802                0.440145
156                          -225.962219          -258.719312          0.397634                0.903460
157                          170.436664          -308.420214          0.810619                0.131851
158                          233.136505          128.188745          0.571624                0.299803
159                          -396.869087          125.005176          0.409342                0.355713
160                          228.442447          130.911451          0.230115                0.369372
161                          64.811646          -21.486182          0.027153                0.940760
162                          107.642184          125.816828          0.378386                0.927769
163                          43.829142          96.366408          0.488260                0.200722
164                          25.655124          -79.003052          0.957408                0.812347
165                          -72.475199          -288.178116          0.938191                0.654128
166                          89.628094          108.847213          0.450581                0.574924
167                          -243.466134          151.238131          0.301811                0.025994
168                          -195.055359          133.680999          0.350460                0.008702
169                          59.780476          109.351460          0.654620                0.212620
170                          -8.693893          -19.596553          0.333325                0.976725
171                          243.502869          -56.577651          0.003067                0.610444
172                          652.471159          82.282195          0.946007                0.856097
173                          100.455112          -51.520960          0.354577                0.431165
174                          60.979382          -433.649231          0.005672                0.341129
175                          363.077928          35.671562          0.661524                0.554832
176                          -28.160147          107.554204          0.572693                0.979584
177                          -56.786336          5.083945          0.348755                0.002677
178                          -198.694922          -79.719784          0.033090                0.910807
179                          -369.853260          -102.472906          0.942503                0.737477
180                          351.822418          159.530650          0.250674                0.290519
181                          -286.904347          -55.073849          0.036503                0.572610
182                          -284.601116          100.533380          0.618030                0.860460
183                          16.691138          -195.275609          0.099333                0.284253
184                          -364.111590          398.690720          0.431567                0.449004
185                          124.518338          -191.164720          0.583831                0.706565
186                          -86.397187          -542.511289          0.907175                0.492488
187                          -101.373951          149.694243          0.517380                0.451104
188                          -267.553830          416.847537          0.764105                0.461794
189                          -435.467443          297.686380          0.381680                0.868232
190                          220.742915          162.574227          0.169969                0.941513
191                          -414.474658          212.273202          0.301363                0.851278
192                          -16.259775          313.462763          0.804607                0.706723
193                          -225.181462          124.955072          0.089652                0.964719
194                          82.189183          149.048998          0.891936                0.584090
195                          -198.819385          -13.567366          0.445862                0.404769
