Particle_Number_idendity     vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                          -402.798641          236.259591          0.079772                0.884789
1                          4.785032          -542.314076          0.822849                0.009114
2                          -422.369213          -280.340542          0.341619                0.618073
3                          55.385341          -141.101173          0.183385                0.842457
4                          202.346400          -108.246512          0.963629                0.137976
5                          -186.065577          80.274250          0.053618                0.667155
6                          39.360513          101.144603          0.451387                0.696962
7                          -56.613497          47.039049          0.817391                0.203801
8                          -351.419749          -292.925202          0.550723                0.262340
9                          736.190317          -214.978223          0.332640                0.817751
10                          -324.451371          130.010430          0.046081                0.792525
11                          -161.067505          -306.665844          0.685277                0.484183
12                          178.268187          205.165256          0.425465                0.057114
13                          -1.970709          -94.934119          0.331215                0.011347
14                          -15.464546          -92.691744          0.570632                0.396392
15                          276.753901          -71.491563          0.539150                0.772192
16                          335.159384          201.829005          0.952803                0.586122
17                          -258.084583          -5.037792          0.921894                0.927766
18                          -29.939631          209.532661          0.161266                0.352091
19                          -342.710954          -17.683914          0.821299                0.684112
20                          -61.030290          -28.271849          0.498793                0.998225
21                          -58.687563          667.454052          0.581642                0.533915
22                          408.566111          288.248120          0.209007                0.565090
23                          -187.101157          52.753116          0.571152                0.495534
24                          278.473451          -221.263376          0.323476                0.566218
25                          -208.948849          -408.294319          0.746491                0.620144
26                          -619.155429          112.727397          0.174438                0.401617
27                          -167.400606          -54.729856          0.319889                0.916353
28                          -342.752159          -60.286875          0.578555                0.848983
29                          27.216934          280.244927          0.592784                0.253137
30                          102.846314          -82.845928          0.910903                0.066007
31                          -536.833791          -313.539197          0.380408                0.965528
32                          -40.926749          172.159007          0.101663                0.314754
33                          -109.416356          -111.797791          0.725091                0.450683
34                          -92.860358          -9.026870          0.109934                0.006723
35                          -147.815820          -197.032809          0.306798                0.263606
36                          -119.189648          256.043198          0.028679                0.719583
37                          505.029600          -4.412545          0.818226                0.321020
38                          -86.761060          254.157520          0.426039                0.831398
39                          717.852190          -151.000236          0.531449                0.788886
40                          -94.890861          -123.777370          0.033430                0.420138
41                          -261.220770          290.597498          0.223046                0.868817
42                          41.987510          204.700489          0.693769                0.051867
43                          -247.531602          420.584625          0.412376                0.039381
44                          34.479665          139.092818          0.276246                0.494347
45                          97.986860          182.956230          0.099719                0.810937
46                          -56.051576          77.543460          0.958144                0.692372
47                          -72.944787          380.051835          0.286031                0.003385
48                          -355.330045          -128.961852          0.670436                0.593821
49                          -205.635747          -396.619184          0.082460                0.367196
50                          21.127639          250.771740          0.191099                0.281168
51                          -10.039915          -351.546085          0.426360                0.040689
52                          -391.757278          -202.344692          0.588278                0.955785
53                          258.420911          33.753065          0.961850                0.260658
54                          75.330348          136.050753          0.962171                0.837682
55                          -89.335899          273.250084          0.803952                0.897626
56                          123.912349          216.949632          0.236717                0.021424
57                          -247.215916          -338.935634          0.378499                0.827052
58                          30.112694          161.310612          0.855341                0.495901
59                          -22.294819          79.909492          0.781008                0.384683
60                          -322.344261          261.743150          0.520432                0.375746
61                          54.603815          260.941742          0.647087                0.570754
62                          210.889661          -394.146787          0.736103                0.244753
63                          326.621027          73.275673          0.711125                0.674861
64                          517.159570          75.105564          0.527573                0.836861
65                          177.473229          0.916808          0.175626                0.006424
66                          31.106682          -44.642833          0.444865                0.044457
67                          327.116866          -334.528102          0.283807                0.310036
68                          -118.127588          665.198481          0.825944                0.247456
69                          85.194227          -182.081025          0.188609                0.622827
70                          87.788420          215.260789          0.841623                0.071897
