Particle_Number_idendity     vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                          212.159311          145.764398          0.253736                0.193799
1                          -140.727259          -45.270974          0.619081                0.692257
2                          62.710793          104.568306          0.131892                0.742585
3                          -224.162810          -215.996754          0.163585                0.876019
4                          -349.969866          -277.960462          0.069732                0.716912
5                          -228.069554          -38.496267          0.827637                0.406913
6                          433.067308          159.765441          0.321470                0.001721
7                          -103.638187          -177.410338          0.970063                0.716496
8                          73.464959          -44.789730          0.962666                0.253150
9                          -405.841577          75.928303          0.476736                0.589097
10                          10.379089          6.627751          0.518513                0.627552
11                          -126.683440          -11.895969          0.665994                0.775541
12                          -420.311349          -69.609381          0.167621                0.066588
13                          124.718313          -186.748990          0.301094                0.212574
14                          -175.425035          272.725746          0.228349                0.895662
15                          -42.154944          -131.984086          0.453074                0.719903
16                          -268.818626          -49.158939          0.858111                0.665179
17                          -170.635402          324.948546          0.509080                0.673425
18                          150.589459          87.591283          0.919693                0.203619
19                          144.147989          44.324102          0.203267                0.809641
20                          -245.967907          -325.558917          0.764810                0.914580
21                          191.747422          -174.557053          0.810668                0.906502
22                          156.930149          -150.239837          0.833868                0.578659
23                          -167.231552          220.792256          0.616084                0.333693
24                          -481.096665          180.092588          0.466456                0.945172
25                          206.522261          377.407475          0.983141                0.808472
26                          606.017768          292.373461          0.689680                0.732528
27                          -218.593225          48.927024          0.877484                0.009784
28                          -242.631050          -66.021162          0.264851                0.616893
29                          37.449949          100.110976          0.182756                0.577809
30                          75.015256          134.700105          0.357627                0.833493
31                          -260.293469          119.887390          0.172956                0.855034
32                          347.959416          325.087099          0.649715                0.626484
33                          51.457404          -193.597488          0.666364                0.323759
34                          388.241677          76.547134          0.686932                0.570444
35                          16.038669          36.132115          0.438933                0.769606
36                          -4.519151          85.810937          0.093126                0.280956
37                          -202.866192          -75.781882          0.117471                0.223110
38                          111.033046          -263.421696          0.453689                0.906082
39                          -214.236874          191.441496          0.486142                0.894101
40                          -128.222844          -2.959716          0.364008                0.342516
41                          -237.728638          -266.090481          0.239033                0.229604
42                          -110.598721          111.712260          0.623511                0.328588
43                          410.005461          108.070783          0.008199                0.132904
44                          400.868892          -610.465649          0.285075                0.330872
45                          647.724390          -143.810941          0.200426                0.239941
46                          -61.297859          -106.141786          0.935342                0.764268
47                          508.223242          -165.793686          0.140634                0.104813
48                          -274.496149          615.884643          0.783749                0.092928
49                          -217.950692          81.296806          0.836833                0.921848
50                          -348.017295          -108.340476          0.051644                0.202646
51                          -69.451347          0.810898          0.058310                0.035032
52                          -112.988370          -369.883636          0.963514                0.134871
53                          -57.777168          -87.929919          0.176245                0.116728
54                          -120.937683          -287.784911          0.221625                0.707623
55                          -302.418188          -86.259109          0.202936                0.974647
56                          -91.406881          -267.410938          0.054177                0.752358
57                          -218.964127          19.075296          0.488787                0.995000
58                          -65.883375          149.949791          0.009418                0.919786
59                          -13.459388          319.765748          0.975563                0.070995
60                          -36.899541          301.467245          0.756284                0.157021
61                          -174.992198          796.052602          0.963656                0.394968
62                          -295.043713          -88.958576          0.006746                0.630262
63                          -250.798857          -37.435568          0.407944                0.394528
64                          -258.723132          -529.396822          0.626547                0.152289
65                          165.661096          12.139032          0.075291                0.382170
66                          -59.173722          -347.160049          0.024405                0.580448
67                          136.814240          -294.468302          0.483326                0.520062
68                          372.913035          323.990334          0.862455                0.818019
69                          221.326907          328.175822          0.837803                0.780734
70                          -177.675045          -200.861875          0.408093                0.070353
71                          50.645093          -129.537601          0.263934                0.511533
72                          -51.893647          314.463054          0.811816                0.403973
73                          -48.462214          -214.166155          0.274142                0.124240
74                          -19.989357          343.507664          0.520682                0.207124
75                          -266.115049          -170.402923          0.455910                0.518876
76                          90.823620          -36.957032          0.711184                0.173320
77                          196.594698          -211.217162          0.923059                0.245461
78                          414.848415          -22.287626          0.442940                0.770341
79                          244.919424          -119.396264          0.199870                0.590605
80                          214.558834          228.316129          0.632481                0.677674
81                          385.141377          -38.005411          0.677787                0.710511
82                          -142.473088          255.960482          0.567640                0.785254
83                          467.416938          67.776922          0.213864                0.935089
84                          61.927404          283.317700          0.344081                0.788364
85                          212.166512          349.211326          0.107413                0.211687
86                          99.928073          -90.394658          0.920825                0.168395
87                          -490.818215          233.735549          0.537374                0.743108
88                          279.057223          261.482543          0.507335                0.663995
89                          -160.840482          -103.803382          0.446958                0.414735
90                          -332.169229          -20.880838          0.505212                0.695650
91                          -163.092258          468.506255          0.947714                0.754619
92                          398.567886          -112.180534          0.456649                0.244944
93                          -258.946613          33.318014          0.907996                0.192859
94                          334.840497          252.536398          0.974488                0.442880
95                          467.468021          -104.085141          0.931747                0.332936
96                          25.409046          53.171845          0.004131                0.961750
97                          6.714479          40.445326          0.221720                0.773247
98                          -30.293765          -292.838904          0.266505                0.848500
99                          -177.920433          -190.407759          0.153805                0.924873
100                          383.336375          181.335037          0.333188                0.192571
101                          -171.144827          -186.415309          0.251530                0.873167
102                          -69.376970          712.479663          0.190305                0.748156
103                          -324.986870          3.796898          0.888041                0.904162
104                          259.865795          24.179223          0.808146                0.725737
105                          283.112030          -58.832730          0.120956                0.944151
106                          -89.387504          -11.761920          0.270186                0.334588
107                          -118.527611          -194.063165          0.355133                0.027285
108                          -81.789870          -38.228651          0.404619                0.624978
109                          -141.238390          76.805996          0.573465                0.799005
110                          435.850977          -4.714806          0.396954                0.073877
111                          487.221000          -214.215305          0.445589                0.922957
112                          -72.314190          -265.847202          0.799991                0.616925
113                          200.547512          162.499899          0.286334                0.746914
114                          -46.297350          -117.684184          0.971917                0.644915
115                          76.735830          173.166746          0.717545                0.240470
116                          36.910521          5.320989          0.370370                0.657498
117                          -370.534673          168.959372          0.241911                0.983886
118                          -27.474090          94.826166          0.154318                0.913985
119                          268.244351          -37.638982          0.791207                0.904918
120                          107.211633          146.283164          0.058145                0.524509
121                          -123.922775          -82.752836          0.384067                0.908304
