Particle_Number_idendity     vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                          -199.803465          -50.528477          0.885679                0.459446
1                          262.662220          -181.926426          0.535665                0.977720
2                          276.498594          144.099771          0.466550                0.022360
3                          -374.335171          503.565319          0.979380                0.820160
4                          462.241373          -41.429115          0.626054                0.723062
5                          264.622742          104.915467          0.478659                0.222917
6                          -247.289415          743.825815          0.545717                0.738188
7                          -20.369067          -33.557150          0.512914                0.651930
8                          202.754251          131.221510          0.735734                0.790695
9                          13.503819          656.531729          0.728448                0.608261
10                          36.520946          -83.934208          0.358225                0.090841
11                          -302.154494          -127.361488          0.218791                0.377280
12                          -210.479417          320.911664          0.885054                0.980783
13                          108.282272          367.152119          0.698140                0.696282
14                          107.179313          -203.135985          0.507330                0.721333
15                          55.846699          -410.884417          0.982373                0.336631
16                          59.936106          -81.002675          0.440465                0.763054
17                          -40.066972          -98.435325          0.646012                0.673096
18                          -326.043142          123.494109          0.060145                0.452607
19                          -63.166675          -271.560631          0.003287                0.475085
20                          103.708537          158.317080          0.101752                0.820914
21                          207.473405          -561.126584          0.889978                0.425908
22                          -74.760948          -392.003437          0.271546                0.076619
23                          -298.859289          122.935844          0.625402                0.199251
24                          -28.951730          131.006484          0.624937                0.293408
25                          -64.326176          558.267521          0.278909                0.931741
26                          88.676245          232.361296          0.245206                0.046958
27                          286.990540          -55.872934          0.721195                0.037665
28                          -450.219028          -59.396559          0.884677                0.192335
29                          -308.630814          131.955385          0.624148                0.802094
30                          95.222198          221.824524          0.099134                0.129919
31                          62.001333          17.020549          0.781585                0.902082
32                          193.904248          218.406921          0.259934                0.787667
33                          514.655978          -241.582953          0.423250                0.462234
34                          322.479269          -19.090997          0.962219                0.661579
35                          8.122117          -263.591758          0.238043                0.600448
36                          -514.848618          52.070105          0.038466                0.193937
37                          -342.251561          -104.772613          0.064832                0.684205
38                          56.883214          244.196514          0.634447                0.733299
39                          -144.195933          -272.323325          0.647030                0.959275
40                          -226.447173          -88.662329          0.710693                0.645003
41                          382.458569          305.148325          0.780980                0.880759
